,Season,HomeTeam,AwayTeam,FTHG,FTAG,Score,Winner,Loser,FTR
389,2000/01,Monaco,Bordeaux,2,2,4,Draw,Draw,D
390,2000/01,St Etienne,Rennes,0,2,2,Rennes,St Etienne,A
391,2000/01,Toulouse,Auxerre,0,1,1,Auxerre,Toulouse,A
392,2000/01,Troyes,Sedan,1,1,2,Draw,Draw,D
393,2000/01,Marseille,Lyon,1,1,2,Draw,Draw,D
394,2000/01,Nantes,Lille,0,0,0,Draw,Draw,D
395,2000/01,Sedan,Rennes,2,1,3,Sedan,Rennes,H
396,2000/01,Bastia,Monaco,0,2,2,Monaco,Bastia,A
397,2000/01,Paris SG,Marseille,2,0,2,Paris SG,Marseille,H
398,2000/01,Lille,Guingamp,1,1,2,Draw,Draw,D
399,2000/01,Metz,Troyes,2,2,4,Draw,Draw,D
400,2000/01,Rennes,Lens,1,0,1,Rennes,Lens,H
401,2000/01,Sedan,St Etienne,2,1,3,Sedan,St Etienne,H
402,2000/01,Strasbourg,Nantes,0,5,5,Nantes,Strasbourg,A
403,2000/01,Auxerre,Bordeaux,0,2,2,Bordeaux,Auxerre,A
404,2000/01,Bordeaux,Lyon,1,1,2,Draw,Draw,D
405,2000/01,Guingamp,Strasbourg,2,1,3,Guingamp,Strasbourg,H
406,2000/01,Lens,Sedan,1,1,2,Draw,Draw,D
407,2000/01,Monaco,Auxerre,1,1,2,Draw,Draw,D
408,2000/01,Nantes,Rennes,1,0,1,Nantes,Rennes,H
409,2000/01,St Etienne,Metz,2,0,2,St Etienne,Metz,H
410,2000/01,Toulouse,Paris SG,2,3,5,Paris SG,Toulouse,A
411,2000/01,Troyes,Bastia,0,0,0,Draw,Draw,D
412,2000/01,Marseille,Lille,0,1,1,Lille,Marseille,A
413,2000/01,Strasbourg,Marseille,1,1,2,Draw,Draw,D
414,2000/01,Bastia,St Etienne,0,0,0,Draw,Draw,D
415,2000/01,Lille,Toulouse,1,0,1,Lille,Toulouse,H
416,2000/01,Lyon,Auxerre,2,2,4,Draw,Draw,D
417,2000/01,Metz,Lens,2,1,3,Metz,Lens,H
418,2000/01,Paris SG,Bordeaux,1,2,3,Bordeaux,Paris SG,A
419,2000/01,Rennes,Guingamp,1,2,3,Guingamp,Rennes,A
420,2000/01,Sedan,Nantes,2,0,2,Sedan,Nantes,H
421,2000/01,Troyes,Monaco,1,0,1,Troyes,Monaco,H
422,2000/01,Monaco,Lyon,0,2,2,Lyon,Monaco,A
423,2000/01,Auxerre,Paris SG,1,0,1,Auxerre,Paris SG,H
424,2000/01,Bordeaux,Lille,1,0,1,Bordeaux,Lille,H
425,2000/01,Guingamp,Sedan,0,3,3,Sedan,Guingamp,A
426,2000/01,Lens,Bastia,4,0,4,Lens,Bastia,H
427,2000/01,Marseille,Rennes,0,1,1,Rennes,Marseille,A
428,2000/01,Nantes,Metz,2,0,2,Nantes,Metz,H
429,2000/01,St Etienne,Troyes,4,1,5,St Etienne,Troyes,H
430,2000/01,Toulouse,Strasbourg,0,0,0,Draw,Draw,D
431,2000/01,St Etienne,Monaco,1,0,1,St Etienne,Monaco,H
432,2000/01,Lille,Auxerre,1,1,2,Draw,Draw,D
433,2000/01,Metz,Guingamp,1,1,2,Draw,Draw,D
434,2000/01,Paris SG,Lyon,1,1,2,Draw,Draw,D
435,2000/01,Rennes,Toulouse,1,1,2,Draw,Draw,D
436,2000/01,Sedan,Marseille,2,0,2,Sedan,Marseille,H
437,2000/01,Troyes,Lens,1,0,1,Troyes,Lens,H
438,2000/01,Strasbourg,Bordeaux,0,2,2,Bordeaux,Strasbourg,A
439,2000/01,Marseille,Metz,4,1,5,Marseille,Metz,H
440,2000/01,Guingamp,Bastia,1,0,1,Guingamp,Bastia,H
441,2000/01,Lens,St Etienne,0,0,0,Draw,Draw,D
442,2000/01,Lyon,Lille,0,1,1,Lille,Lyon,A
443,2000/01,Monaco,Paris SG,2,0,2,Monaco,Paris SG,H
444,2000/01,Nantes,Troyes,4,0,4,Nantes,Troyes,H
445,2000/01,Toulouse,Sedan,2,0,2,Toulouse,Sedan,H
446,2000/01,Auxerre,Strasbourg,1,2,3,Strasbourg,Auxerre,A
447,2000/01,Bordeaux,Rennes,3,0,3,Bordeaux,Rennes,H
448,2000/01,Bastia,Marseille,3,0,3,Bastia,Marseille,H
449,2000/01,Lens,Monaco,4,3,7,Lens,Monaco,H
450,2000/01,Metz,Toulouse,1,1,2,Draw,Draw,D
451,2000/01,Rennes,Auxerre,0,1,1,Auxerre,Rennes,A
452,2000/01,Strasbourg,Lyon,0,3,3,Lyon,Strasbourg,A
453,2000/01,Troyes,Guingamp,0,1,1,Guingamp,Troyes,A
454,2000/01,Sedan,Bordeaux,0,0,0,Draw,Draw,D
455,2000/01,St Etienne,Nantes,0,2,2,Nantes,St Etienne,A
456,2000/01,Guingamp,Lens,0,1,1,Lens,Guingamp,A
457,2000/01,Paris SG,Rennes,0,1,1,Rennes,Paris SG,A
458,2000/01,Auxerre,Metz,1,0,1,Auxerre,Metz,H
459,2000/01,Bordeaux,Bastia,0,0,0,Draw,Draw,D
460,2000/01,Lille,Strasbourg,1,1,2,Draw,Draw,D
461,2000/01,Lyon,Sedan,2,2,4,Draw,Draw,D
462,2000/01,Marseille,St Etienne,2,1,3,Marseille,St Etienne,H
463,2000/01,Nantes,Monaco,3,1,4,Nantes,Monaco,H
464,2000/01,Toulouse,Troyes,2,1,3,Toulouse,Troyes,H
465,2000/01,Bastia,Auxerre,3,1,4,Bastia,Auxerre,H
466,2000/01,Metz,Lyon,0,0,0,Draw,Draw,D
467,2000/01,Monaco,Strasbourg,1,0,1,Monaco,Strasbourg,H
468,2000/01,Nantes,Guingamp,2,1,3,Nantes,Guingamp,H
469,2000/01,Rennes,Lille,2,0,2,Rennes,Lille,H
470,2000/01,Sedan,Paris SG,5,1,6,Sedan,Paris SG,H
471,2000/01,St Etienne,Toulouse,1,0,1,St Etienne,Toulouse,H
472,2000/01,Troyes,Bordeaux,1,0,1,Troyes,Bordeaux,H
473,2000/01,Lens,Marseille,1,0,1,Lens,Marseille,H
474,2000/01,Auxerre,Troyes,2,2,4,Draw,Draw,D
475,2000/01,Guingamp,Monaco,2,2,4,Draw,Draw,D
476,2000/01,Lille,Sedan,2,0,2,Lille,Sedan,H
477,2000/01,Lyon,Bastia,1,0,1,Lyon,Bastia,H
478,2000/01,Paris SG,Metz,1,0,1,Paris SG,Metz,H
479,2000/01,Strasbourg,Rennes,1,1,2,Draw,Draw,D
480,2000/01,Toulouse,Lens,1,0,1,Toulouse,Lens,H
481,2000/01,Bordeaux,St Etienne,2,1,3,Bordeaux,St Etienne,H
482,2000/01,Marseille,Nantes,2,0,2,Marseille,Nantes,H
483,2000/01,Bastia,Nantes,3,1,4,Bastia,Nantes,H
484,2000/01,Lille,Paris SG,2,0,2,Lille,Paris SG,H
485,2000/01,Lyon,Toulouse,4,1,5,Lyon,Toulouse,H
486,2000/01,Guingamp,Marseille,1,0,1,Guingamp,Marseille,H
487,2000/01,Lens,Bordeaux,2,2,4,Draw,Draw,D
488,2000/01,Metz,Lille,1,1,2,Draw,Draw,D
489,2000/01,Monaco,Rennes,1,2,3,Rennes,Monaco,A
490,2000/01,Sedan,Strasbourg,1,0,1,Sedan,Strasbourg,H
491,2000/01,St Etienne,Auxerre,2,0,2,St Etienne,Auxerre,H
492,2000/01,Troyes,Lyon,1,0,1,Troyes,Lyon,H
493,2000/01,Bastia,Paris SG,1,1,2,Draw,Draw,D
494,2000/01,Nantes,Toulouse,3,2,5,Nantes,Toulouse,H
495,2000/01,Marseille,Monaco,2,1,3,Marseille,Monaco,H
496,2000/01,Auxerre,Lens,3,2,5,Auxerre,Lens,H
497,2000/01,Bordeaux,Nantes,0,2,2,Nantes,Bordeaux,A
498,2000/01,Lille,Bastia,1,0,1,Lille,Bastia,H
499,2000/01,Lyon,St Etienne,2,1,3,Lyon,St Etienne,H
500,2000/01,Paris SG,Troyes,0,0,0,Draw,Draw,D
501,2000/01,Rennes,Sedan,2,0,2,Rennes,Sedan,H
502,2000/01,Toulouse,Guingamp,1,1,2,Draw,Draw,D
503,2000/01,Lens,Lyon,0,0,0,Draw,Draw,D
504,2000/01,Bastia,Strasbourg,3,1,4,Bastia,Strasbourg,H
505,2000/01,Guingamp,Bordeaux,1,1,2,Draw,Draw,D
506,2000/01,Marseille,Toulouse,1,1,2,Draw,Draw,D
507,2000/01,Metz,Rennes,2,2,4,Draw,Draw,D
508,2000/01,Monaco,Sedan,1,0,1,Monaco,Sedan,H
509,2000/01,Nantes,Auxerre,1,1,2,Draw,Draw,D
510,2000/01,St Etienne,Paris SG,1,0,1,St Etienne,Paris SG,H
511,2000/01,Troyes,Lille,2,1,3,Troyes,Lille,H
512,2000/01,Bordeaux,Marseille,3,0,3,Bordeaux,Marseille,H
513,2000/01,Auxerre,Guingamp,1,1,2,Draw,Draw,D
514,2000/01,Lille,St Etienne,4,1,5,Lille,St Etienne,H
515,2000/01,Lyon,Nantes,3,1,4,Lyon,Nantes,H
516,2000/01,Paris SG,Lens,1,0,1,Paris SG,Lens,H
517,2000/01,Rennes,Bastia,1,2,3,Bastia,Rennes,A
518,2000/01,Sedan,Metz,0,0,0,Draw,Draw,D
519,2000/01,Strasbourg,Troyes,3,3,6,Draw,Draw,D
520,2000/01,Toulouse,Monaco,2,1,3,Toulouse,Monaco,H
521,2000/01,Bastia,Sedan,0,1,1,Sedan,Bastia,A
522,2000/01,Guingamp,Lyon,2,3,5,Lyon,Guingamp,A
523,2000/01,Marseille,Auxerre,0,1,1,Auxerre,Marseille,A
524,2000/01,Monaco,Metz,6,1,7,Monaco,Metz,H
525,2000/01,Nantes,Paris SG,1,0,1,Nantes,Paris SG,H
526,2000/01,St Etienne,Strasbourg,3,3,6,Draw,Draw,D
527,2000/01,Toulouse,Bordeaux,1,1,2,Draw,Draw,D
528,2000/01,Lens,Lille,0,1,1,Lille,Lens,A
529,2000/01,Lyon,Marseille,1,1,2,Draw,Draw,D
530,2000/01,Rennes,St Etienne,3,0,3,Rennes,St Etienne,H
531,2000/01,Auxerre,Toulouse,2,0,2,Auxerre,Toulouse,H
532,2000/01,Bordeaux,Monaco,2,1,3,Bordeaux,Monaco,H
533,2000/01,Lille,Nantes,1,1,2,Draw,Draw,D
534,2000/01,Metz,Bastia,3,2,5,Metz,Bastia,H
535,2000/01,Paris SG,Guingamp,1,3,4,Guingamp,Paris SG,A
536,2000/01,Sedan,Troyes,2,1,3,Sedan,Troyes,H
537,2000/01,Strasbourg,Lens,1,0,1,Strasbourg,Lens,H
538,2000/01,Guingamp,Lille,0,1,1,Lille,Guingamp,A
539,2000/01,Lens,Rennes,1,2,3,Rennes,Lens,A
540,2000/01,Marseille,Paris SG,1,0,1,Marseille,Paris SG,H
541,2000/01,Monaco,Bastia,2,1,3,Monaco,Bastia,H
542,2000/01,St Etienne,Sedan,0,2,2,Sedan,St Etienne,A
543,2000/01,Toulouse,Lyon,1,1,2,Draw,Draw,D
544,2000/01,Troyes,Metz,3,2,5,Troyes,Metz,H
545,2000/01,Bordeaux,Auxerre,1,0,1,Bordeaux,Auxerre,H
546,2000/01,Nantes,Strasbourg,1,0,1,Nantes,Strasbourg,H
547,2000/01,Troyes,Rennes,3,1,4,Troyes,Rennes,H
548,2000/01,Auxerre,Monaco,1,0,1,Auxerre,Monaco,H
549,2000/01,Bastia,Troyes,2,2,4,Draw,Draw,D
550,2000/01,Lille,Marseille,1,0,1,Lille,Marseille,H
551,2000/01,Lyon,Bordeaux,2,1,3,Lyon,Bordeaux,H
552,2000/01,Metz,St Etienne,3,0,3,Metz,St Etienne,H
553,2000/01,Paris SG,Toulouse,3,0,3,Paris SG,Toulouse,H
554,2000/01,Sedan,Lens,2,2,4,Draw,Draw,D
555,2000/01,Strasbourg,Guingamp,0,1,1,Guingamp,Strasbourg,A
556,2000/01,Rennes,Nantes,0,2,2,Nantes,Rennes,A
557,2000/01,Auxerre,Lyon,0,3,3,Lyon,Auxerre,A
558,2000/01,Guingamp,Rennes,1,6,7,Rennes,Guingamp,A
559,2000/01,Lens,Metz,1,1,2,Draw,Draw,D
560,2000/01,Marseille,Strasbourg,0,0,0,Draw,Draw,D
561,2000/01,Monaco,Troyes,4,3,7,Monaco,Troyes,H
562,2000/01,Nantes,Sedan,4,1,5,Nantes,Sedan,H
563,2000/01,St Etienne,Bastia,2,1,3,St Etienne,Bastia,H
564,2000/01,Toulouse,Lille,0,2,2,Lille,Toulouse,A
565,2000/01,Bordeaux,Paris SG,2,0,2,Bordeaux,Paris SG,H
566,2000/01,Lille,Bordeaux,2,2,4,Draw,Draw,D
567,2000/01,Bastia,Lens,1,3,4,Lens,Bastia,A
568,2000/01,Lyon,Monaco,2,1,3,Lyon,Monaco,H
569,2000/01,Metz,Nantes,1,2,3,Nantes,Metz,A
570,2000/01,Paris SG,Auxerre,3,0,3,Paris SG,Auxerre,H
571,2000/01,Rennes,Marseille,2,0,2,Rennes,Marseille,H
572,2000/01,Sedan,Guingamp,2,2,4,Draw,Draw,D
573,2000/01,Strasbourg,Toulouse,1,0,1,Strasbourg,Toulouse,H
574,2000/01,Troyes,St Etienne,0,0,0,Draw,Draw,D
575,2000/01,Strasbourg,Metz,0,1,1,Metz,Strasbourg,A
576,2000/01,Auxerre,Lille,1,1,2,Draw,Draw,D
577,2000/01,Bordeaux,Strasbourg,2,1,3,Bordeaux,Strasbourg,H
578,2000/01,Guingamp,Metz,1,3,4,Metz,Guingamp,A
579,2000/01,Marseille,Sedan,2,1,3,Marseille,Sedan,H
580,2000/01,Monaco,St Etienne,5,3,8,Monaco,St Etienne,H
581,2000/01,Nantes,Bastia,1,0,1,Nantes,Bastia,H
582,2000/01,Toulouse,Rennes,2,0,2,Toulouse,Rennes,H
583,2000/01,Lyon,Paris SG,2,0,2,Lyon,Paris SG,H
584,2000/01,Bastia,Guingamp,2,0,2,Bastia,Guingamp,H
585,2000/01,Lille,Lyon,1,2,3,Lyon,Lille,A
586,2000/01,Metz,Marseille,1,0,1,Metz,Marseille,H
587,2000/01,Paris SG,Monaco,1,1,2,Draw,Draw,D
588,2000/01,Rennes,Bordeaux,1,2,3,Bordeaux,Rennes,A
589,2000/01,Sedan,Toulouse,2,3,5,Toulouse,Sedan,A
590,2000/01,St Etienne,Lens,1,1,2,Draw,Draw,D
591,2000/01,Strasbourg,Auxerre,1,0,1,Strasbourg,Auxerre,H
592,2000/01,Troyes,Nantes,0,1,1,Nantes,Troyes,A
593,2000/01,Lens,Troyes,1,1,2,Draw,Draw,D
594,2000/01,Auxerre,Rennes,0,1,1,Rennes,Auxerre,A
595,2000/01,Bordeaux,Sedan,2,2,4,Draw,Draw,D
596,2000/01,Guingamp,Troyes,1,1,2,Draw,Draw,D
597,2000/01,Lyon,Strasbourg,5,0,5,Lyon,Strasbourg,H
598,2000/01,Marseille,Bastia,2,1,3,Marseille,Bastia,H
599,2000/01,Monaco,Lens,0,0,0,Draw,Draw,D
600,2000/01,Nantes,St Etienne,1,0,1,Nantes,St Etienne,H
601,2000/01,Paris SG,Lille,2,2,4,Draw,Draw,D
602,2000/01,Toulouse,Metz,2,1,3,Toulouse,Metz,H
603,2000/01,Bastia,Toulouse,5,1,6,Bastia,Toulouse,H
604,2000/01,Lens,Nantes,1,4,5,Nantes,Lens,A
605,2000/01,Metz,Bordeaux,2,0,2,Metz,Bordeaux,H
606,2000/01,Monaco,Lille,1,2,3,Lille,Monaco,A
607,2000/01,Rennes,Lyon,3,4,7,Lyon,Rennes,A
608,2000/01,Sedan,Auxerre,1,0,1,Sedan,Auxerre,H
609,2000/01,St Etienne,Guingamp,2,2,4,Draw,Draw,D
610,2000/01,Strasbourg,Paris SG,1,2,3,Paris SG,Strasbourg,A
611,2000/01,Troyes,Marseille,1,1,2,Draw,Draw,D
612,2001/02,Bordeaux,Nantes,2,0,2,Bordeaux,Nantes,H
613,2001/02,Bastia,Sedan,1,1,2,Draw,Draw,D
614,2001/02,Lens,Lyon,2,0,2,Lens,Lyon,H
615,2001/02,Lorient,Metz,1,0,1,Lorient,Metz,H
616,2001/02,Monaco,Sochaux,0,1,1,Sochaux,Monaco,A
617,2001/02,Montpellier,Marseille,1,1,2,Draw,Draw,D
618,2001/02,Paris SG,Lille,0,0,0,Draw,Draw,D
619,2001/02,Rennes,Auxerre,0,5,5,Auxerre,Rennes,A
620,2001/02,Troyes,Guingamp,3,0,3,Troyes,Guingamp,H
621,2001/02,Marseille,Bordeaux,0,0,0,Draw,Draw,D
622,2001/02,Auxerre,Paris SG,1,1,2,Draw,Draw,D
623,2001/02,Guingamp,Bastia,1,0,1,Guingamp,Bastia,H
624,2001/02,Lille,Lorient,3,1,4,Lille,Lorient,H
625,2001/02,Lyon,Sedan,2,0,2,Lyon,Sedan,H
626,2001/02,Metz,Troyes,2,1,3,Metz,Troyes,H
627,2001/02,Monaco,Montpellier,0,0,0,Draw,Draw,D
628,2001/02,Nantes,Lens,1,2,3,Lens,Nantes,A
629,2001/02,Sochaux,Rennes,4,3,7,Sochaux,Rennes,H
630,2001/02,Bordeaux,Lille,0,0,0,Draw,Draw,D
631,2001/02,Lens,Marseille,2,0,2,Lens,Marseille,H
632,2001/02,Montpellier,Metz,3,0,3,Montpellier,Metz,H
633,2001/02,Paris SG,Sochaux,1,0,1,Paris SG,Sochaux,H
634,2001/02,Rennes,Monaco,3,0,3,Rennes,Monaco,H
635,2001/02,Sedan,Guingamp,1,1,2,Draw,Draw,D
636,2001/02,Troyes,Nantes,0,0,0,Draw,Draw,D
637,2001/02,Bastia,Lyon,1,2,3,Lyon,Bastia,A
638,2001/02,Lorient,Auxerre,0,1,1,Auxerre,Lorient,A
639,2001/02,Lille,Montpellier,2,1,3,Lille,Montpellier,H
640,2001/02,Lyon,Guingamp,3,0,3,Lyon,Guingamp,H
641,2001/02,Marseille,Troyes,0,1,1,Troyes,Marseille,A
642,2001/02,Metz,Lens,0,1,1,Lens,Metz,A
643,2001/02,Monaco,Paris SG,2,2,4,Draw,Draw,D
644,2001/02,Nantes,Bastia,1,2,3,Bastia,Nantes,A
645,2001/02,Rennes,Bordeaux,1,0,1,Rennes,Bordeaux,H
646,2001/02,Sochaux,Lorient,2,2,4,Draw,Draw,D
647,2001/02,Auxerre,Sedan,2,1,3,Auxerre,Sedan,H
648,2001/02,Bastia,Marseille,1,0,1,Bastia,Marseille,H
649,2001/02,Bordeaux,Auxerre,1,1,2,Draw,Draw,D
650,2001/02,Guingamp,Nantes,1,0,1,Guingamp,Nantes,H
651,2001/02,Lorient,Monaco,2,0,2,Lorient,Monaco,H
652,2001/02,Montpellier,Sochaux,0,0,0,Draw,Draw,D
653,2001/02,Paris SG,Rennes,3,0,3,Paris SG,Rennes,H
654,2001/02,Sedan,Metz,2,0,2,Sedan,Metz,H
655,2001/02,Troyes,Lyon,0,2,2,Lyon,Troyes,A
656,2001/02,Lens,Lille,1,1,2,Draw,Draw,D
657,2001/02,Auxerre,Montpellier,1,0,1,Auxerre,Montpellier,H
658,2001/02,Lille,Guingamp,1,0,1,Lille,Guingamp,H
659,2001/02,Marseille,Lyon,0,0,0,Draw,Draw,D
660,2001/02,Metz,Bastia,0,1,1,Bastia,Metz,A
661,2001/02,Monaco,Troyes,2,0,2,Monaco,Troyes,H
662,2001/02,Nantes,Sedan,1,1,2,Draw,Draw,D
663,2001/02,Paris SG,Lens,2,2,4,Draw,Draw,D
664,2001/02,Rennes,Lorient,1,1,2,Draw,Draw,D
665,2001/02,Sochaux,Bordeaux,2,0,2,Sochaux,Bordeaux,H
666,2001/02,Bastia,Auxerre,0,1,1,Auxerre,Bastia,A
667,2001/02,Guingamp,Metz,0,2,2,Metz,Guingamp,A
668,2001/02,Lens,Sochaux,3,0,3,Lens,Sochaux,H
669,2001/02,Lorient,Paris SG,1,1,2,Draw,Draw,D
670,2001/02,Lyon,Nantes,4,1,5,Lyon,Nantes,H
671,2001/02,Montpellier,Rennes,0,0,0,Draw,Draw,D
672,2001/02,Troyes,Lille,0,1,1,Lille,Troyes,A
673,2001/02,Bordeaux,Monaco,0,0,0,Draw,Draw,D
674,2001/02,Sedan,Marseille,1,1,2,Draw,Draw,D
675,2001/02,Paris SG,Montpellier,0,0,0,Draw,Draw,D
676,2001/02,Auxerre,Guingamp,2,2,4,Draw,Draw,D
677,2001/02,Lille,Bastia,2,1,3,Lille,Bastia,H
678,2001/02,Marseille,Nantes,2,0,2,Marseille,Nantes,H
679,2001/02,Metz,Lyon,2,0,2,Metz,Lyon,H
680,2001/02,Monaco,Lens,3,0,3,Monaco,Lens,H
681,2001/02,Rennes,Troyes,0,1,1,Troyes,Rennes,A
682,2001/02,Lorient,Bordeaux,0,2,2,Bordeaux,Lorient,A
683,2001/02,Sochaux,Sedan,3,0,3,Sochaux,Sedan,H
684,2001/02,Bastia,Monaco,1,0,1,Bastia,Monaco,H
685,2001/02,Guingamp,Marseille,1,0,1,Guingamp,Marseille,H
686,2001/02,Lens,Auxerre,1,1,2,Draw,Draw,D
687,2001/02,Lyon,Rennes,4,0,4,Lyon,Rennes,H
688,2001/02,Montpellier,Lorient,1,3,4,Lorient,Montpellier,A
689,2001/02,Nantes,Metz,0,0,0,Draw,Draw,D
690,2001/02,Bordeaux,Paris SG,1,0,1,Bordeaux,Paris SG,H
691,2001/02,Sedan,Lille,1,1,2,Draw,Draw,D
692,2001/02,Troyes,Sochaux,2,2,4,Draw,Draw,D
693,2001/02,Auxerre,Troyes,1,3,4,Troyes,Auxerre,A
694,2001/02,Lille,Nantes,1,0,1,Lille,Nantes,H
695,2001/02,Lorient,Lens,2,3,5,Lens,Lorient,A
696,2001/02,Metz,Marseille,0,2,2,Marseille,Metz,A
697,2001/02,Monaco,Sedan,2,0,2,Monaco,Sedan,H
698,2001/02,Montpellier,Bordeaux,0,0,0,Draw,Draw,D
699,2001/02,Rennes,Guingamp,2,1,3,Rennes,Guingamp,H
700,2001/02,Sochaux,Bastia,4,1,5,Sochaux,Bastia,H
701,2001/02,Paris SG,Lyon,2,2,4,Draw,Draw,D
702,2001/02,Bastia,Rennes,1,2,3,Rennes,Bastia,A
703,2001/02,Guingamp,Monaco,2,1,3,Guingamp,Monaco,H
704,2001/02,Lens,Montpellier,2,0,2,Lens,Montpellier,H
705,2001/02,Lyon,Sochaux,1,1,2,Draw,Draw,D
706,2001/02,Marseille,Lille,0,0,0,Draw,Draw,D
707,2001/02,Nantes,Auxerre,2,2,4,Draw,Draw,D
708,2001/02,Bordeaux,Metz,1,0,1,Bordeaux,Metz,H
709,2001/02,Sedan,Paris SG,1,2,3,Paris SG,Sedan,A
710,2001/02,Troyes,Lorient,4,2,6,Troyes,Lorient,H
711,2001/02,Auxerre,Marseille,2,0,2,Auxerre,Marseille,H
712,2001/02,Bordeaux,Sedan,2,1,3,Bordeaux,Sedan,H
713,2001/02,Lille,Metz,2,0,2,Lille,Metz,H
714,2001/02,Lorient,Guingamp,6,2,8,Lorient,Guingamp,H
715,2001/02,Monaco,Lyon,2,1,3,Monaco,Lyon,H
716,2001/02,Montpellier,Troyes,2,0,2,Montpellier,Troyes,H
717,2001/02,Paris SG,Bastia,1,0,1,Paris SG,Bastia,H
718,2001/02,Rennes,Lens,1,2,3,Lens,Rennes,A
719,2001/02,Sochaux,Nantes,0,1,1,Nantes,Sochaux,A
720,2001/02,Bastia,Lorient,3,1,4,Bastia,Lorient,H
721,2001/02,Guingamp,Sochaux,0,0,0,Draw,Draw,D
722,2001/02,Marseille,Rennes,2,1,3,Marseille,Rennes,H
723,2001/02,Nantes,Monaco,2,1,3,Nantes,Monaco,H
724,2001/02,Sedan,Montpellier,2,0,2,Sedan,Montpellier,H
725,2001/02,Lens,Bordeaux,0,0,0,Draw,Draw,D
726,2001/02,Lyon,Lille,4,2,6,Lyon,Lille,H
727,2001/02,Metz,Auxerre,2,0,2,Metz,Auxerre,H
728,2001/02,Troyes,Paris SG,1,0,1,Troyes,Paris SG,H
729,2001/02,Monaco,Marseille,1,1,2,Draw,Draw,D
730,2001/02,Auxerre,Lille,2,1,3,Auxerre,Lille,H
731,2001/02,Bordeaux,Troyes,2,3,5,Troyes,Bordeaux,A
732,2001/02,Lens,Sedan,1,0,1,Lens,Sedan,H
733,2001/02,Lorient,Lyon,0,3,3,Lyon,Lorient,A
734,2001/02,Montpellier,Bastia,2,1,3,Montpellier,Bastia,H
735,2001/02,Paris SG,Guingamp,1,1,2,Draw,Draw,D
736,2001/02,Rennes,Nantes,2,0,2,Rennes,Nantes,H
737,2001/02,Sochaux,Metz,2,0,2,Sochaux,Metz,H
738,2001/02,Bastia,Bordeaux,1,2,3,Bordeaux,Bastia,A
739,2001/02,Guingamp,Montpellier,2,2,4,Draw,Draw,D
740,2001/02,Marseille,Sochaux,4,2,6,Marseille,Sochaux,H
741,2001/02,Metz,Monaco,1,0,1,Metz,Monaco,H
742,2001/02,Sedan,Lorient,5,0,5,Sedan,Lorient,H
743,2001/02,Troyes,Lens,1,1,2,Draw,Draw,D
744,2001/02,Lille,Rennes,1,0,1,Lille,Rennes,H
745,2001/02,Lyon,Auxerre,3,0,3,Lyon,Auxerre,H
746,2001/02,Nantes,Paris SG,1,2,3,Paris SG,Nantes,A
747,2001/02,Bordeaux,Guingamp,2,0,2,Bordeaux,Guingamp,H
748,2001/02,Lens,Bastia,7,0,7,Lens,Bastia,H
749,2001/02,Lorient,Nantes,1,2,3,Nantes,Lorient,A
750,2001/02,Monaco,Lille,2,2,4,Draw,Draw,D
751,2001/02,Montpellier,Lyon,3,0,3,Montpellier,Lyon,H
752,2001/02,Rennes,Metz,0,0,0,Draw,Draw,D
753,2001/02,Sochaux,Auxerre,1,2,3,Auxerre,Sochaux,A
754,2001/02,Troyes,Sedan,1,1,2,Draw,Draw,D
755,2001/02,Paris SG,Marseille,0,0,0,Draw,Draw,D
756,2001/02,Auxerre,Monaco,2,0,2,Auxerre,Monaco,H
757,2001/02,Bastia,Troyes,2,0,2,Bastia,Troyes,H
758,2001/02,Guingamp,Lens,1,0,1,Guingamp,Lens,H
759,2001/02,Marseille,Lorient,3,2,5,Marseille,Lorient,H
760,2001/02,Nantes,Montpellier,1,2,3,Montpellier,Nantes,A
761,2001/02,Sedan,Rennes,0,0,0,Draw,Draw,D
762,2001/02,Lille,Sochaux,1,2,3,Sochaux,Lille,A
763,2001/02,Lyon,Bordeaux,1,0,1,Lyon,Bordeaux,H
764,2001/02,Metz,Paris SG,0,2,2,Paris SG,Metz,A
765,2001/02,Bordeaux,Marseille,0,0,0,Draw,Draw,D
766,2001/02,Lens,Nantes,3,0,3,Lens,Nantes,H
767,2001/02,Bastia,Guingamp,3,0,3,Bastia,Guingamp,H
768,2001/02,Lorient,Lille,2,4,6,Lille,Lorient,A
769,2001/02,Paris SG,Auxerre,0,0,0,Draw,Draw,D
770,2001/02,Rennes,Sochaux,1,1,2,Draw,Draw,D
771,2001/02,Sedan,Lyon,2,1,3,Sedan,Lyon,H
772,2001/02,Marseille,Lens,1,2,3,Lens,Marseille,A
773,2001/02,Guingamp,Sedan,1,2,3,Sedan,Guingamp,A
774,2001/02,Monaco,Rennes,3,1,4,Monaco,Rennes,H
775,2001/02,Nantes,Troyes,1,0,1,Nantes,Troyes,H
776,2001/02,Sochaux,Paris SG,0,2,2,Paris SG,Sochaux,A
777,2001/02,Bastia,Nantes,0,2,2,Nantes,Bastia,A
778,2001/02,Bordeaux,Rennes,2,1,3,Bordeaux,Rennes,H
779,2001/02,Guingamp,Lyon,2,4,6,Lyon,Guingamp,A
780,2001/02,Lorient,Sochaux,1,1,2,Draw,Draw,D
781,2001/02,Montpellier,Lille,2,0,2,Montpellier,Lille,H
782,2001/02,Paris SG,Monaco,1,2,3,Monaco,Paris SG,A
