,Season,HomeTeam,AwayTeam,FTHG,FTAG,Score,Winner,Loser,FTR
5753,2014/15,Rennes,Metz,1,0,1,Rennes,Metz,H
5754,2014/15,Guingamp,Lille,0,1,1,Lille,Guingamp,A
5755,2014/15,Montpellier,Lyon,1,5,6,Lyon,Montpellier,A
5756,2014/15,St Etienne,Lorient,2,0,2,St Etienne,Lorient,H
5757,2014/15,Monaco,Bastia,3,0,3,Monaco,Bastia,H
5758,2014/15,Nice,Guingamp,1,2,3,Guingamp,Nice,A
5759,2014/15,Lens,Toulouse,1,0,1,Lens,Toulouse,H
5760,2014/15,Lorient,Caen,2,1,3,Lorient,Caen,H
5761,2014/15,Metz,St Etienne,2,3,5,St Etienne,Metz,A
5762,2014/15,Montpellier,Reims,3,1,4,Montpellier,Reims,H
5763,2014/15,Nantes,Evian Thonon Gaillard,2,1,3,Nantes,Evian Thonon Gaillard,H
5764,2014/15,Bordeaux,Paris SG,3,2,5,Bordeaux,Paris SG,H
5765,2014/15,Lille,Rennes,3,0,3,Lille,Rennes,H
5766,2014/15,Marseille,Lyon,0,0,0,Draw,Draw,D
5767,2014/15,Paris SG,Lorient,3,1,4,Paris SG,Lorient,H
5768,2014/15,Bastia,Guingamp,0,0,0,Draw,Draw,D
5769,2014/15,Caen,Metz,0,0,0,Draw,Draw,D
5770,2014/15,Evian Thonon Gaillard,Montpellier,1,0,1,Evian Thonon Gaillard,Montpellier,H
5771,2014/15,Lyon,Nice,1,2,3,Nice,Lyon,A
5772,2014/15,Rennes,Nantes,0,0,0,Draw,Draw,D
5773,2014/15,Toulouse,Bordeaux,2,1,3,Toulouse,Bordeaux,H
5774,2014/15,Lens,Marseille,0,4,4,Marseille,Lens,A
5775,2014/15,Reims,Monaco,1,3,4,Monaco,Reims,A
5776,2014/15,St Etienne,Lille,2,0,2,St Etienne,Lille,H
5777,2014/15,Monaco,St Etienne,1,1,2,Draw,Draw,D
5778,2014/15,Guingamp,Lyon,1,3,4,Lyon,Guingamp,A
5779,2014/15,Lille,Reims,3,1,4,Lille,Reims,H
5780,2014/15,Lorient,Rennes,0,3,3,Rennes,Lorient,A
5781,2014/15,Metz,Toulouse,3,2,5,Metz,Toulouse,H
5782,2014/15,Montpellier,Bastia,3,1,4,Montpellier,Bastia,H
5783,2014/15,Nice,Evian Thonon Gaillard,2,2,4,Draw,Draw,D
5784,2014/15,Bordeaux,Lens,2,1,3,Bordeaux,Lens,H
5785,2014/15,Marseille,Paris SG,2,3,5,Paris SG,Marseille,A
5786,2014/15,Nantes,Caen,1,2,3,Caen,Nantes,A
5787,2014/15,Monaco,Montpellier,0,0,0,Draw,Draw,D
5788,2014/15,Caen,Monaco,0,3,3,Monaco,Caen,A
5789,2014/15,Bordeaux,Marseille,1,0,1,Bordeaux,Marseille,H
5790,2014/15,Evian Thonon Gaillard,Lille,0,1,1,Lille,Evian Thonon Gaillard,A
5791,2014/15,Lens,Lorient,0,0,0,Draw,Draw,D
5792,2014/15,Reims,Nice,0,1,1,Nice,Reims,A
5793,2014/15,Rennes,Guingamp,1,0,1,Rennes,Guingamp,H
5794,2014/15,St Etienne,Nantes,1,0,1,St Etienne,Nantes,H
5795,2014/15,Toulouse,Montpellier,1,0,1,Toulouse,Montpellier,H
5796,2014/15,Lyon,Bastia,2,0,2,Lyon,Bastia,H
5797,2014/15,Nantes,Marseille,1,0,1,Nantes,Marseille,H
5798,2014/15,Bastia,Reims,1,2,3,Reims,Bastia,A
5799,2014/15,Guingamp,Evian Thonon Gaillard,1,1,2,Draw,Draw,D
5800,2014/15,Lorient,Toulouse,0,1,1,Toulouse,Lorient,A
5801,2014/15,Metz,Lens,3,1,4,Metz,Lens,H
5802,2014/15,Monaco,Rennes,1,1,2,Draw,Draw,D
5803,2014/15,Nice,Paris SG,1,3,4,Paris SG,Nice,A
5804,2014/15,Lille,Bordeaux,2,0,2,Lille,Bordeaux,H
5805,2014/15,Lyon,St Etienne,2,2,4,Draw,Draw,D
5806,2014/15,Montpellier,Caen,1,0,1,Montpellier,Caen,H
5807,2014/15,Marseille,Lorient,3,5,8,Lorient,Marseille,A
5808,2014/15,Bordeaux,Metz,1,1,2,Draw,Draw,D
5809,2014/15,Caen,Guingamp,0,2,2,Guingamp,Caen,A
5810,2014/15,Evian Thonon Gaillard,Bastia,1,2,3,Bastia,Evian Thonon Gaillard,A
5811,2014/15,Paris SG,Lille,6,1,7,Paris SG,Lille,H
5812,2014/15,Rennes,Nice,2,1,3,Rennes,Nice,H
5813,2014/15,Toulouse,Nantes,1,1,2,Draw,Draw,D
5814,2014/15,Lens,Monaco,0,3,3,Monaco,Lens,A
5815,2014/15,Reims,Lyon,2,4,6,Lyon,Reims,A
5816,2014/15,St Etienne,Montpellier,1,0,1,St Etienne,Montpellier,H
5817,2014/15,Paris SG,Metz,3,1,4,Paris SG,Metz,H
5818,2014/15,Metz,Marseille,0,2,2,Marseille,Metz,A
5819,2014/15,Bastia,St Etienne,1,0,1,Bastia,St Etienne,H
5820,2014/15,Guingamp,Reims,2,0,2,Guingamp,Reims,H
5821,2014/15,Lorient,Bordeaux,0,0,0,Draw,Draw,D
5822,2014/15,Lyon,Evian Thonon Gaillard,2,0,2,Lyon,Evian Thonon Gaillard,H
5823,2014/15,Montpellier,Rennes,0,0,0,Draw,Draw,D
5824,2014/15,Nice,Caen,1,1,2,Draw,Draw,D
5825,2014/15,Lille,Lens,3,1,4,Lille,Lens,H
5826,2014/15,Monaco,Toulouse,4,1,5,Monaco,Toulouse,H
5827,2014/15,Nantes,Paris SG,0,2,2,Paris SG,Nantes,A
5828,2014/15,Paris SG,Guingamp,6,0,6,Paris SG,Guingamp,H
5829,2014/15,Bordeaux,Nantes,2,1,3,Bordeaux,Nantes,H
5830,2014/15,Caen,Lyon,3,0,3,Caen,Lyon,H
5831,2014/15,Evian Thonon Gaillard,Reims,2,3,5,Reims,Evian Thonon Gaillard,A
5832,2014/15,Metz,Lorient,0,4,4,Lorient,Metz,A
5833,2014/15,Rennes,Bastia,0,1,1,Bastia,Rennes,A
5834,2014/15,Toulouse,Lille,3,2,5,Toulouse,Lille,H
5835,2014/15,Lens,Montpellier,0,1,1,Montpellier,Lens,A
5836,2014/15,Marseille,Monaco,2,1,3,Marseille,Monaco,H
5837,2014/15,St Etienne,Nice,5,0,5,St Etienne,Nice,H
5838,2014/15,Bastia,Caen,1,1,2,Draw,Draw,D
5839,2014/15,Evian Thonon Gaillard,St Etienne,1,2,3,St Etienne,Evian Thonon Gaillard,A
5840,2014/15,Guingamp,Toulouse,2,1,3,Guingamp,Toulouse,H
5841,2014/15,Lille,Marseille,0,4,4,Marseille,Lille,A
5842,2014/15,Lyon,Bordeaux,1,1,2,Draw,Draw,D
5843,2014/15,Monaco,Metz,2,0,2,Monaco,Metz,H
5844,2014/15,Montpellier,Paris SG,1,2,3,Paris SG,Montpellier,A
5845,2014/15,Nantes,Lorient,1,1,2,Draw,Draw,D
5846,2014/15,Nice,Lens,2,1,3,Nice,Lens,H
5847,2014/15,Reims,Rennes,1,0,1,Reims,Rennes,H
5848,2014/15,Bordeaux,Montpellier,2,1,3,Bordeaux,Montpellier,H
5849,2014/15,Caen,Evian Thonon Gaillard,3,2,5,Caen,Evian Thonon Gaillard,H
5850,2014/15,Lens,Nantes,1,0,1,Lens,Nantes,H
5851,2014/15,Lorient,Monaco,0,1,1,Monaco,Lorient,A
5852,2014/15,Marseille,Bastia,3,0,3,Marseille,Bastia,H
5853,2014/15,Metz,Lille,1,4,5,Lille,Metz,A
5854,2014/15,Paris SG,Reims,3,2,5,Paris SG,Reims,H
5855,2014/15,Rennes,Lyon,0,1,1,Lyon,Rennes,A
5856,2014/15,St Etienne,Guingamp,2,1,3,St Etienne,Guingamp,H
5857,2014/15,Toulouse,Nice,2,3,5,Nice,Toulouse,A
5858,2015/16,Lille,Paris SG,0,1,1,Paris SG,Lille,A
5859,2015/16,Bastia,Rennes,2,1,3,Bastia,Rennes,H
5860,2015/16,Marseille,Caen,0,1,1,Caen,Marseille,A
5861,2015/16,Montpellier,Angers,0,2,2,Angers,Montpellier,A
5862,2015/16,Nantes,Guingamp,1,0,1,Nantes,Guingamp,H
5863,2015/16,Nice,Monaco,1,2,3,Monaco,Nice,A
5864,2015/16,Troyes,Ajaccio GFCO,0,0,0,Draw,Draw,D
5865,2015/16,Bordeaux,Reims,1,2,3,Reims,Bordeaux,A
5866,2015/16,Lyon,Lorient,0,0,0,Draw,Draw,D
5867,2015/16,Toulouse,St Etienne,2,1,3,Toulouse,St Etienne,H
5868,2015/16,Monaco,Lille,0,0,0,Draw,Draw,D
5869,2015/16,Angers,Nantes,0,0,0,Draw,Draw,D
5870,2015/16,Caen,Toulouse,1,0,1,Caen,Toulouse,H
5871,2015/16,Guingamp,Lyon,0,1,1,Lyon,Guingamp,A
5872,2015/16,Rennes,Montpellier,1,0,1,Rennes,Montpellier,H
5873,2015/16,St Etienne,Bordeaux,1,1,2,Draw,Draw,D
5874,2015/16,Troyes,Nice,3,3,6,Draw,Draw,D
5875,2015/16,Lorient,Bastia,1,1,2,Draw,Draw,D
5876,2015/16,Paris SG,Ajaccio GFCO,2,0,2,Paris SG,Ajaccio GFCO,H
5877,2015/16,Reims,Marseille,1,0,1,Reims,Marseille,H
5878,2015/16,Montpellier,Paris SG,0,1,1,Paris SG,Montpellier,A
5879,2015/16,Ajaccio GFCO,Angers,0,2,2,Angers,Ajaccio GFCO,A
5880,2015/16,Bastia,Guingamp,3,0,3,Bastia,Guingamp,H
5881,2015/16,Lyon,Rennes,1,2,3,Rennes,Lyon,A
5882,2015/16,Nantes,Reims,1,0,1,Nantes,Reims,H
5883,2015/16,Nice,Caen,2,1,3,Nice,Caen,H
5884,2015/16,Toulouse,Monaco,1,1,2,Draw,Draw,D
5885,2015/16,Lille,Bordeaux,0,0,0,Draw,Draw,D
5886,2015/16,Lorient,St Etienne,0,1,1,St Etienne,Lorient,A
5887,2015/16,Marseille,Troyes,6,0,6,Marseille,Troyes,H
5888,2015/16,Guingamp,Marseille,2,0,2,Guingamp,Marseille,H
5889,2015/16,Angers,Nice,1,1,2,Draw,Draw,D
5890,2015/16,Caen,Lyon,0,4,4,Lyon,Caen,A
5891,2015/16,Lille,Ajaccio GFCO,1,0,1,Lille,Ajaccio GFCO,H
5892,2015/16,Reims,Lorient,4,1,5,Reims,Lorient,H
5893,2015/16,Rennes,Toulouse,3,1,4,Rennes,Toulouse,H
5894,2015/16,Troyes,Montpellier,0,0,0,Draw,Draw,D
5895,2015/16,Bordeaux,Nantes,2,0,2,Bordeaux,Nantes,H
5896,2015/16,Monaco,Paris SG,0,3,3,Paris SG,Monaco,A
5897,2015/16,St Etienne,Bastia,2,1,3,St Etienne,Bastia,H
5898,2015/16,Paris SG,Bordeaux,2,2,4,Draw,Draw,D
5899,2015/16,Lorient,Angers,3,1,4,Lorient,Angers,H
5900,2015/16,Lyon,Lille,0,0,0,Draw,Draw,D
5901,2015/16,Montpellier,St Etienne,1,2,3,St Etienne,Montpellier,A
5902,2015/16,Nice,Guingamp,0,1,1,Guingamp,Nice,A
5903,2015/16,Toulouse,Reims,2,2,4,Draw,Draw,D
5904,2015/16,Troyes,Caen,1,3,4,Caen,Troyes,A
5905,2015/16,Ajaccio GFCO,Monaco,0,1,1,Monaco,Ajaccio GFCO,A
5906,2015/16,Marseille,Bastia,4,1,5,Marseille,Bastia,H
5907,2015/16,Nantes,Rennes,0,2,2,Rennes,Nantes,A
5908,2015/16,Rennes,Lille,1,1,2,Draw,Draw,D
5909,2015/16,Angers,Troyes,1,0,1,Angers,Troyes,H
5910,2015/16,Bastia,Nice,1,3,4,Nice,Bastia,A
5911,2015/16,Caen,Montpellier,2,1,3,Caen,Montpellier,H
5912,2015/16,Guingamp,Ajaccio GFCO,2,1,3,Guingamp,Ajaccio GFCO,H
5913,2015/16,Reims,Paris SG,1,1,2,Draw,Draw,D
5914,2015/16,Bordeaux,Toulouse,1,1,2,Draw,Draw,D
5915,2015/16,Marseille,Lyon,1,1,2,Draw,Draw,D
5916,2015/16,Monaco,Lorient,2,3,5,Lorient,Monaco,A
5917,2015/16,St Etienne,Nantes,2,0,2,St Etienne,Nantes,H
5918,2015/16,Angers,Reims,0,0,0,Draw,Draw,D
5919,2015/16,Paris SG,Guingamp,3,0,3,Paris SG,Guingamp,H
5920,2015/16,Ajaccio GFCO,Rennes,1,1,2,Draw,Draw,D
5921,2015/16,Lorient,Caen,2,0,2,Lorient,Caen,H
5922,2015/16,Lyon,Bastia,2,0,2,Lyon,Bastia,H
5923,2015/16,Nice,Bordeaux,6,1,7,Nice,Bordeaux,H
5924,2015/16,Toulouse,Marseille,1,1,2,Draw,Draw,D
5925,2015/16,Troyes,St Etienne,0,1,1,St Etienne,Troyes,A
5926,2015/16,Montpellier,Monaco,2,3,5,Monaco,Montpellier,A
5927,2015/16,Reims,Lille,1,0,1,Reims,Lille,H
5928,2015/16,Bastia,Toulouse,3,0,3,Bastia,Toulouse,H
5929,2015/16,Bordeaux,Lyon,3,1,4,Bordeaux,Lyon,H
5930,2015/16,Caen,Ajaccio GFCO,2,0,2,Caen,Ajaccio GFCO,H
5931,2015/16,Nantes,Paris SG,1,4,5,Paris SG,Nantes,A
5932,2015/16,Rennes,Troyes,1,1,2,Draw,Draw,D
5933,2015/16,Guingamp,Monaco,3,3,6,Draw,Draw,D
5934,2015/16,Marseille,Angers,1,2,3,Angers,Marseille,A
5935,2015/16,Montpellier,Lorient,2,1,3,Montpellier,Lorient,H
5936,2015/16,St Etienne,Nice,1,4,5,Nice,St Etienne,A
5937,2015/16,Lille,Nantes,0,1,1,Nantes,Lille,A
5938,2015/16,Lille,Montpellier,2,0,2,Lille,Montpellier,H
5939,2015/16,Ajaccio GFCO,Toulouse,2,2,4,Draw,Draw,D
5940,2015/16,Angers,Bastia,1,0,1,Angers,Bastia,H
5941,2015/16,Lyon,Reims,1,0,1,Lyon,Reims,H
5942,2015/16,Troyes,Guingamp,0,1,1,Guingamp,Troyes,A
5943,2015/16,Caen,St Etienne,1,0,1,Caen,St Etienne,H
5944,2015/16,Lorient,Bordeaux,3,2,5,Lorient,Bordeaux,H
5945,2015/16,Monaco,Rennes,1,1,2,Draw,Draw,D
5946,2015/16,Paris SG,Marseille,2,1,3,Paris SG,Marseille,H
5947,2015/16,Monaco,Lyon,1,1,2,Draw,Draw,D
5948,2015/16,Bastia,Paris SG,0,2,2,Paris SG,Bastia,A
5949,2015/16,Guingamp,Lille,1,1,2,Draw,Draw,D
5950,2015/16,Nantes,Troyes,3,0,3,Nantes,Troyes,H
5951,2015/16,Reims,Caen,0,1,1,Caen,Reims,A
5952,2015/16,St Etienne,Ajaccio GFCO,2,0,2,St Etienne,Ajaccio GFCO,H
5953,2015/16,Toulouse,Angers,1,2,3,Angers,Toulouse,A
5954,2015/16,Bordeaux,Montpellier,0,0,0,Draw,Draw,D
5955,2015/16,Marseille,Lorient,1,1,2,Draw,Draw,D
5956,2015/16,Rennes,Nice,1,4,5,Nice,Rennes,A
5957,2015/16,Caen,Nantes,0,2,2,Nantes,Caen,A
5958,2015/16,Lyon,Toulouse,3,0,3,Lyon,Toulouse,H
5959,2015/16,Ajaccio GFCO,Nice,3,1,4,Ajaccio GFCO,Nice,H
5960,2015/16,Angers,Guingamp,0,0,0,Draw,Draw,D
5961,2015/16,Lorient,Rennes,1,1,2,Draw,Draw,D
5962,2015/16,Montpellier,Bastia,2,0,2,Montpellier,Bastia,H
5963,2015/16,Bordeaux,Troyes,1,0,1,Bordeaux,Troyes,H
5964,2015/16,Lille,Marseille,1,2,3,Marseille,Lille,A
5965,2015/16,Paris SG,St Etienne,4,1,5,Paris SG,St Etienne,H
5966,2015/16,Reims,Monaco,0,1,1,Monaco,Reims,A
5967,2015/16,Rennes,Paris SG,0,1,1,Paris SG,Rennes,A
5968,2015/16,Ajaccio GFCO,Bordeaux,2,0,2,Ajaccio GFCO,Bordeaux,H
5969,2015/16,Bastia,Caen,1,0,1,Bastia,Caen,H
5970,2015/16,Guingamp,Lorient,2,2,4,Draw,Draw,D
5971,2015/16,St Etienne,Reims,3,0,3,St Etienne,Reims,H
5972,2015/16,Toulouse,Montpellier,1,1,2,Draw,Draw,D
5973,2015/16,Troyes,Lyon,0,1,1,Lyon,Troyes,A
5974,2015/16,Monaco,Angers,1,0,1,Monaco,Angers,H
5975,2015/16,Nantes,Marseille,0,1,1,Marseille,Nantes,A
5976,2015/16,Nice,Lille,0,0,0,Draw,Draw,D
5977,2015/16,Nice,Nantes,1,2,3,Nantes,Nice,A
5978,2015/16,Angers,Rennes,0,2,2,Rennes,Angers,A
5979,2015/16,Caen,Guingamp,2,1,3,Caen,Guingamp,H
5980,2015/16,Lille,Bastia,1,1,2,Draw,Draw,D
5981,2015/16,Lorient,Troyes,4,1,5,Lorient,Troyes,H
5982,2015/16,Montpellier,Nantes,2,1,3,Montpellier,Nantes,H
5983,2015/16,Paris SG,Toulouse,5,0,5,Paris SG,Toulouse,H
5984,2015/16,Reims,Ajaccio GFCO,1,2,3,Ajaccio GFCO,Reims,A
5985,2015/16,Bordeaux,Monaco,3,1,4,Bordeaux,Monaco,H
5986,2015/16,Lyon,St Etienne,3,0,3,Lyon,St Etienne,H
5987,2015/16,Marseille,Nice,0,1,1,Nice,Marseille,A
5988,2015/16,Nice,Lyon,3,0,3,Nice,Lyon,H
5989,2015/16,Guingamp,Toulouse,2,0,2,Guingamp,Toulouse,H
5990,2015/16,Lorient,Paris SG,1,2,3,Paris SG,Lorient,A
5991,2015/16,Monaco,Nantes,1,0,1,Monaco,Nantes,H
5992,2015/16,Montpellier,Reims,3,1,4,Montpellier,Reims,H
5993,2015/16,Troyes,Lille,1,1,2,Draw,Draw,D
5994,2015/16,Bastia,Ajaccio GFCO,1,2,3,Ajaccio GFCO,Bastia,A
5995,2015/16,Caen,Angers,0,0,0,Draw,Draw,D
5996,2015/16,Rennes,Bordeaux,2,2,4,Draw,Draw,D
5997,2015/16,St Etienne,Marseille,0,2,2,Marseille,St Etienne,A
5998,2015/16,Lyon,Montpellier,2,4,6,Montpellier,Lyon,A
5999,2015/16,Ajaccio GFCO,Lorient,1,1,2,Draw,Draw,D
6000,2015/16,Angers,Lille,2,0,2,Angers,Lille,H
6001,2015/16,Nantes,Bastia,0,0,0,Draw,Draw,D
6002,2015/16,Paris SG,Troyes,4,1,5,Paris SG,Troyes,H
6003,2015/16,Reims,Rennes,2,2,4,Draw,Draw,D
6004,2015/16,Toulouse,Nice,2,0,2,Toulouse,Nice,H
6005,2015/16,Bordeaux,Caen,1,4,5,Caen,Bordeaux,A
6006,2015/16,Marseille,Monaco,3,3,6,Draw,Draw,D
6007,2015/16,St Etienne,Guingamp,3,0,3,St Etienne,Guingamp,H
6008,2015/16,Angers,Paris SG,0,0,0,Draw,Draw,D
6009,2015/16,Lorient,Nice,0,0,0,Draw,Draw,D
6010,2015/16,Nantes,Lyon,0,0,0,Draw,Draw,D
6011,2015/16,Bastia,Bordeaux,1,0,1,Bastia,Bordeaux,H
6012,2015/16,Guingamp,Reims,1,2,3,Reims,Guingamp,A
6013,2015/16,Lille,St Etienne,1,0,1,Lille,St Etienne,H
6014,2015/16,Monaco,Caen,1,1,2,Draw,Draw,D
6015,2015/16,Montpellier,Ajaccio GFCO,0,2,2,Ajaccio GFCO,Montpellier,A
6016,2015/16,Troyes,Toulouse,0,3,3,Toulouse,Troyes,A
6017,2015/16,Rennes,Marseille,0,1,1,Marseille,Rennes,A
6018,2015/16,Nice,Paris SG,0,3,3,Paris SG,Nice,A
6019,2015/16,Ajaccio GFCO,Nantes,1,1,2,Draw,Draw,D
6020,2015/16,Bastia,Monaco,1,2,3,Monaco,Bastia,A
6021,2015/16,Caen,Lille,1,2,3,Lille,Caen,A
6022,2015/16,Lyon,Angers,0,2,2,Angers,Lyon,A
6023,2015/16,Reims,Troyes,1,1,2,Draw,Draw,D
6024,2015/16,Toulouse,Lorient,2,3,5,Lorient,Toulouse,A
6025,2015/16,Bordeaux,Guingamp,1,0,1,Bordeaux,Guingamp,H
6026,2015/16,Marseille,Montpellier,2,2,4,Draw,Draw,D
6027,2015/16,St Etienne,Rennes,1,1,2,Draw,Draw,D
6028,2015/16,Rennes,Caen,1,1,2,Draw,Draw,D
6029,2015/16,Lille,Lorient,3,0,3,Lille,Lorient,H
6030,2015/16,Montpellier,Guingamp,2,1,3,Montpellier,Guingamp,H
6031,2015/16,Nantes,Toulouse,1,1,2,Draw,Draw,D
6032,2015/16,Reims,Nice,1,1,2,Draw,Draw,D
6033,2015/16,Troyes,Bastia,1,1,2,Draw,Draw,D
6034,2015/16,Angers,Bordeaux,1,1,2,Draw,Draw,D
6035,2015/16,Marseille,Ajaccio GFCO,1,1,2,Draw,Draw,D
6036,2015/16,Monaco,St Etienne,1,0,1,Monaco,St Etienne,H
6037,2015/16,Paris SG,Lyon,5,1,6,Paris SG,Lyon,H
6038,2015/16,Nice,Montpellier,1,0,1,Nice,Montpellier,H
6039,2015/16,Bastia,Reims,2,0,2,Bastia,Reims,H
6040,2015/16,Caen,Paris SG,0,3,3,Paris SG,Caen,A
6041,2015/16,Guingamp,Rennes,0,2,2,Rennes,Guingamp,A
6042,2015/16,Lorient,Nantes,0,0,0,Draw,Draw,D
6043,2015/16,Toulouse,Lille,1,1,2,Draw,Draw,D
6044,2015/16,Troyes,Monaco,0,0,0,Draw,Draw,D
6045,2015/16,Ajaccio GFCO,Lyon,2,1,3,Ajaccio GFCO,Lyon,H
6046,2015/16,Bordeaux,Marseille,1,1,2,Draw,Draw,D
6047,2015/16,St Etienne,Angers,1,0,1,St Etienne,Angers,H
6048,2015/16,Paris SG,Bastia,2,0,2,Paris SG,Bastia,H
6049,2015/16,Angers,Caen,2,0,2,Angers,Caen,H
6050,2015/16,Lyon,Troyes,4,1,5,Lyon,Troyes,H
6051,2015/16,Monaco,Ajaccio GFCO,2,2,4,Draw,Draw,D
6052,2015/16,Montpellier,Bordeaux,0,1,1,Bordeaux,Montpellier,A
6053,2015/16,Reims,Toulouse,1,3,4,Toulouse,Reims,A
6054,2015/16,Rennes,Lorient,2,2,4,Draw,Draw,D
6055,2015/16,Lille,Nice,1,1,2,Draw,Draw,D
6056,2015/16,Marseille,Guingamp,0,0,0,Draw,Draw,D
6057,2015/16,Nantes,St Etienne,2,1,3,Nantes,St Etienne,H
6058,2015/16,Nice,Angers,2,1,3,Nice,Angers,H
6059,2015/16,Ajaccio GFCO,Reims,2,2,4,Draw,Draw,D
6060,2015/16,Bastia,Montpellier,1,0,1,Bastia,Montpellier,H
6061,2015/16,Bordeaux,Lille,1,0,1,Bordeaux,Lille,H
6062,2015/16,Guingamp,Nantes,2,2,4,Draw,Draw,D
6063,2015/16,Toulouse,Paris SG,0,1,1,Paris SG,Toulouse,A
6064,2015/16,Troyes,Rennes,2,4,6,Rennes,Troyes,A
6065,2015/16,Caen,Marseille,1,3,4,Marseille,Caen,A
6066,2015/16,Lorient,Monaco,0,2,2,Monaco,Lorient,A
6067,2015/16,St Etienne,Lyon,1,0,1,St Etienne,Lyon,H
6068,2015/16,Rennes,Ajaccio GFCO,1,0,1,Rennes,Ajaccio GFCO,H
6069,2015/16,Guingamp,Bastia,1,0,1,Guingamp,Bastia,H
6070,2015/16,Lille,Troyes,1,3,4,Troyes,Lille,A
6071,2015/16,Montpellier,Caen,1,2,3,Caen,Montpellier,A
6072,2015/16,Nantes,Bordeaux,2,2,4,Draw,Draw,D
6073,2015/16,Nice,Lorient,2,1,3,Nice,Lorient,H
6074,2015/16,Paris SG,Angers,5,1,6,Paris SG,Angers,H
6075,2015/16,Lyon,Marseille,1,1,2,Draw,Draw,D
6076,2015/16,Monaco,Toulouse,4,0,4,Monaco,Toulouse,H
6077,2015/16,Reims,St Etienne,1,1,2,Draw,Draw,D
6078,2015/16,Marseille,Lille,1,1,2,Draw,Draw,D
6079,2015/16,Ajaccio GFCO,Montpellier,0,4,4,Montpellier,Ajaccio GFCO,A
6080,2015/16,Angers,Monaco,3,0,3,Angers,Monaco,H
6081,2015/16,Bastia,Lyon,1,0,1,Bastia,Lyon,H
6082,2015/16,Lorient,Reims,2,0,2,Lorient,Reims,H
6083,2015/16,Toulouse,Guingamp,1,2,3,Guingamp,Toulouse,A
6084,2015/16,Troyes,Nantes,0,1,1,Nantes,Troyes,A
6085,2015/16,Bordeaux,Rennes,4,0,4,Bordeaux,Rennes,H
6086,2015/16,Caen,Nice,2,0,2,Caen,Nice,H
6087,2015/16,St Etienne,Paris SG,0,2,2,Paris SG,St Etienne,A
6088,2015/16,Monaco,Bastia,2,0,2,Monaco,Bastia,H
6089,2015/16,Montpellier,Marseille,0,1,1,Marseille,Montpellier,A
6090,2015/16,Guingamp,Troyes,4,0,4,Guingamp,Troyes,H
6091,2015/16,Lille,Caen,1,0,1,Lille,Caen,H
6092,2015/16,Lyon,Bordeaux,3,0,3,Lyon,Bordeaux,H
6093,2015/16,Nantes,Ajaccio GFCO,3,1,4,Nantes,Ajaccio GFCO,H
6094,2015/16,Nice,Toulouse,1,0,1,Nice,Toulouse,H
6095,2015/16,Paris SG,Lorient,3,1,4,Paris SG,Lorient,H
6096,2015/16,Reims,Angers,2,1,3,Reims,Angers,H
6097,2015/16,Rennes,St Etienne,0,1,1,St Etienne,Rennes,A
6098,2015/16,Ajaccio GFCO,Guingamp,0,0,0,Draw,Draw,D
6099,2015/16,Angers,Lyon,0,3,3,Lyon,Angers,A
6100,2015/16,Bastia,Troyes,2,0,2,Bastia,Troyes,H
6101,2015/16,Caen,Reims,0,2,2,Reims,Caen,A
6102,2015/16,Lorient,Montpellier,1,1,2,Draw,Draw,D
6103,2015/16,Monaco,Nice,1,0,1,Monaco,Nice,H
6104,2015/16,Toulouse,Nantes,0,0,0,Draw,Draw,D
6105,2015/16,Bordeaux,St Etienne,1,4,5,St Etienne,Bordeaux,A
6106,2015/16,Lille,Rennes,1,1,2,Draw,Draw,D
6107,2015/16,Marseille,Paris SG,1,2,3,Paris SG,Marseille,A
6108,2015/16,Rennes,Angers,1,0,1,Rennes,Angers,H
6109,2015/16,Ajaccio GFCO,Troyes,2,3,5,Troyes,Ajaccio GFCO,A
6110,2015/16,Guingamp,Bordeaux,2,4,6,Bordeaux,Guingamp,A
6111,2015/16,Montpellier,Toulouse,2,0,2,Montpellier,Toulouse,H
6112,2015/16,Nantes,Lorient,2,1,3,Nantes,Lorient,H
6113,2015/16,Paris SG,Lille,0,0,0,Draw,Draw,D
6114,2015/16,Reims,Bastia,0,1,1,Bastia,Reims,A
6115,2015/16,Lyon,Caen,4,1,5,Lyon,Caen,H
6116,2015/16,Nice,Marseille,1,1,2,Draw,Draw,D
6117,2015/16,St Etienne,Monaco,1,1,2,Draw,Draw,D
6118,2015/16,Bordeaux,Nice,0,0,0,Draw,Draw,D
6119,2015/16,Angers,Montpellier,2,3,5,Montpellier,Angers,A
6120,2015/16,Lorient,Guingamp,4,3,7,Lorient,Guingamp,H
6121,2015/16,Monaco,Troyes,3,1,4,Monaco,Troyes,H
6122,2015/16,Paris SG,Reims,4,1,5,Paris SG,Reims,H
6123,2015/16,Toulouse,Ajaccio GFCO,1,1,2,Draw,Draw,D
6124,2015/16,Caen,Rennes,1,0,1,Caen,Rennes,H
6125,2015/16,Lille,Lyon,1,0,1,Lille,Lyon,H
6126,2015/16,Marseille,St Etienne,1,1,2,Draw,Draw,D
6127,2015/16,Nice,Bastia,0,2,2,Bastia,Nice,A
6128,2015/16,Guingamp,Angers,2,2,4,Draw,Draw,D
6129,2015/16,Montpellier,Lille,3,0,3,Montpellier,Lille,H
6130,2015/16,Reims,Bordeaux,4,1,5,Reims,Bordeaux,H
